ciiu3_4c,ciiu3_letra,clae6,clae6_letra,propio,propio_letra,propio_letra_2,letra,desc
7020,K,949920,S,7020,K,K_70,K_70,Servicios inmobiliarios
7410,K,691001,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,691002,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,692000,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,702010,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,702091,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,702092,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,702099,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,732000,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7410,K,749003,M,7410,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7422,K,712000,M,7422,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7492,K,801010,N,7492,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7492,K,801020,N,7492,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7492,K,801090,N,7492,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7311,K,721010,M,7311,K,K_73,K_73,Investigación y desarrollo
7312,K,721020,M,7312,K,K_73,K_73,Investigación y desarrollo
7313,K,721030,M,7313,K,K_73,K_73,Investigación y desarrollo
7319,K,721090,M,7319,K,K_73,K_73,Investigación y desarrollo
7321,K,722010,M,7321,K,K_73,K_73,Investigación y desarrollo
7322,K,722020,M,7322,K,K_73,K_73,Investigación y desarrollo
7430,K,731001,M,7430,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7430,K,731009,M,7430,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7494,K,742000,M,7494,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
8520,N,750000,M,8520,N,N,N,Servicios sociales y de salud
7111,K,771110,N,7111,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7111,K,771190,N,7111,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7111,K,771290,N,7111,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7112,K,771210,N,7112,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7113,K,771220,N,7113,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7130,K,772010,N,7130,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7130,K,772091,N,7130,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7130,K,772099,N,7130,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7120,K,773010,N,7120,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7120,K,773020,N,7120,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7120,K,773030,N,7120,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7120,K,773040,N,7120,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7120,K,773090,N,7120,K,K_71,K_71,Alquiler de equipo de transporte y de maquinaria
7491,K,780000,N,7491,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
6340,I,791100,N,6340,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6340,I,791200,N,6340,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6340,I,791901,N,6340,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
6340,I,791909,N,6340,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
7493,K,812010,N,7493,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7493,K,812020,N,7493,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7493,K,812090,N,7493,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7496,K,821900,N,7496,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7495,K,829200,N,7495,K,K_74,K_74,Servicios jurídicos contables y otros servicios a empresas (sin minería)
7511,L,841100,O,7511,L,L,L,Administración pública y defensa
7512,L,841200,O,7512,L,L,L,Administración pública y defensa
7513,L,841300,O,7513,L,L,L,Administración pública y defensa
7519,L,841900,O,7519,L,L,L,Administración pública y defensa
7521,L,842100,O,7521,L,L,L,Administración pública y defensa
7522,L,842200,O,7522,L,L,L,Administración pública y defensa
7524,L,842300,O,7524,L,L,L,Administración pública y defensa
7523,L,842400,O,7523,L,L,L,Administración pública y defensa
7525,L,842500,O,7525,L,L,L,Administración pública y defensa
8530,N,851010,P,8530,N,N,N,Servicios sociales y de salud
8530,N,855000,P,8530,N,N,N,Servicios sociales y de salud
8530,N,870210,Q,8530,N,N,N,Servicios sociales y de salud
8530,N,870220,Q,8530,N,N,N,Servicios sociales y de salud
8530,N,870910,Q,8530,N,N,N,Servicios sociales y de salud
8530,N,870920,Q,8530,N,N,N,Servicios sociales y de salud
8530,N,870990,Q,8530,N,N,N,Servicios sociales y de salud
8530,N,880000,Q,8530,N,N,N,Servicios sociales y de salud
8000,M,854940,P,8000,M,M,M,Enseñanza
8000,M,851020,P,8000,M,M,M,Enseñanza
8000,M,852100,P,8000,M,M,M,Enseñanza
8000,M,852200,P,8000,M,M,M,Enseñanza
8000,M,853100,P,8000,M,M,M,Enseñanza
8000,M,853201,P,8000,M,M,M,Enseñanza
8000,M,853300,P,8000,M,M,M,Enseñanza
8000,M,854910,P,8000,M,M,M,Enseñanza
8000,M,854920,P,8000,M,M,M,Enseñanza
8000,M,854930,P,8000,M,M,M,Enseñanza
8000,M,854960,P,8000,M,M,M,Enseñanza
8000,M,854990,P,8000,M,M,M,Enseñanza
9241,O,931010,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,931020,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,931030,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,931041,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,931042,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,931050,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,931090,R,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9241,O,854950,P,9241,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9219,O,900091,R,9219,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9219,O,939010,R,9219,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9219,O,939030,R,9219,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
8510,N,861010,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,861020,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,862110,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,862120,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,862130,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,862200,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,863110,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,863120,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,863190,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,863200,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,863300,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,864000,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,869010,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,869090,Q,8510,N,N,N,Servicios sociales y de salud
8510,N,870100,Q,8510,N,N,N,Servicios sociales y de salud
9230,O,910100,R,9230,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9230,O,910200,R,9230,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9230,O,910300,R,9230,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,910900,R,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,941100,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,941200,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,942000,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,949100,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,949200,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,949910,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,949930,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9100,O,949990,S,9100,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9249,O,920001,R,9249,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9249,O,920009,R,9249,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9249,O,939020,R,9249,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9249,O,939090,R,9249,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
5269,G,331101,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,331210,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,331220,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,331290,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,331301,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,331400,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,331900,C,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,951200,S,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,952300,S,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,952910,S,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,952920,S,5269,G,G,G,Comercio al por mayor y al por menor
5269,G,952990,S,5269,G,G,G,Comercio al por mayor y al por menor
5262,G,952100,S,5262,G,G,G,Comercio al por mayor y al por menor
5261,G,952200,S,5261,G,G,G,Comercio al por mayor y al por menor
9301,O,960101,S,9301,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9301,O,960102,S,9301,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9302,O,960201,S,9302,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9302,O,960202,S,9302,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9303,O,960300,S,9303,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9309,O,960910,S,9309,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9309,O,960990,S,9309,O,O,O,"Otras actividades de servicios comunitarios, sociales y personales"
9500,P,970000,T,9500,P,P,P,Actividades de hogares privados como empleadores y actividades no diferenciadas de hogares privados como productores
9900,Q,990000,U,9900,Q,Q,Q,Organizaciones y órganos extraterritoriales
2429,D,204000,C,2429,D,D_24,D_24,Productos químicos
6350,I,523032,H,6350,I,I_63,I_63,"Manipulación de carga, almacenamiento y depósito"
5121,G,462110,G,462110,G,G,G,Comercio al por mayor y al por menor
29_30_31_32_33,D,332000,C,29_30_31_32_33,D,D_29_30_31_32_33,D_29_30_31_32_33,Maquinaria n.c.p.
CONS,CONS,,,CONS,CONS,CONS,CONS,Consumo
