clae6,clae6_desc,clae3,clae3_desc,clae2,clae2_desc,letra,letra_desc
464212,Venta al por mayor de diarios y revistas,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464221,Venta al por mayor de papel y productos de papel y cartón excepto envases,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464222,Venta al por mayor de envases de papel y cartón,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464223,Venta al por mayor de artículos de librería y papelería,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464310,"Venta al por mayor de productos farmacéuticos (Incluye venta de medicamentos y kits de diagnóstico como test de embarazo, hemoglucotest, vacunas, etc.)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464320,"Venta al por mayor de productos cosméticos, de tocador y de perfumería (Incluye venta de artículos para peluquería excepto equipamiento)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464330,"Venta al por mayor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464340,Venta al por mayor de productos veterinarios,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464410,"Venta al por mayor de artículos de óptica y de fotografía (Incluye venta de lentes de contacto, líquidos oftalmológicos, armazones, cristales ópticos, películas fotográficas, cámaras y accesorios para fotografía, etc.)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464420,"Venta al por mayor de artículos de relojería, joyería y fantasías",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464501,Venta al por mayor de electrodomésticos y artefactos para el hogar excepto equipos de audio y video,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464502,"Venta al por mayor de equipos de audio, video y televisión",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464610,"Venta al por mayor de muebles excepto de oficina, artículos de mimbre y corcho, colchones y somieres",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464620,Venta al por mayor de artículos de iluminación ,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464631,Venta al por mayor de artículos de vidrio,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464632,Venta al por mayor de artículos de bazar y menaje excepto de vidrio,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464910,Venta al por mayor de CD's y DVD's de audio y video grabados.,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464920,Venta al por mayor de materiales y productos de limpieza,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464930,Venta al por mayor de juguetes (Incluye artículos de cotillón),464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464940,"Venta al por mayor de bicicletas y rodados similares (Incluye cochecitos y sillas de paseo para bebés, andadores, triciclos, etc.)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464950,"Venta al por mayor de artículos de esparcimiento y deportes (Incluye embarcaciones deportivas, armas y municiones, equipos de pesca, piletas de natación de lona o plástico, etc.)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464991,Venta al por mayor de flores y plantas naturales y artificiales,464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464999,"Venta al por mayor de artículos de uso doméstico o personal n.c.p (Incluye artículos de platería excepto los incluidos en talabartería, cuadros y marcos que no sean obra de arte o de colección, sahumerios y artículos de santería, parrillas y hogares, etc.)",464,Venta al por mayor de artículos de uso doméstico y/o personal,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465100,"Venta al por mayor de equipos, periféricos, accesorios y programas informáticos",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465210,Venta al por mayor de equipos de telefonía y comunicaciones,465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465220,Venta al por mayor de componentes electrónicos,465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465310,"Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza (Incluye venta de tractores, cosechadoras, enfardadoras, remolques de carga y descarga automática, motosierras, cortadoras de césped autopropulsadas, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465320,"Venta al por mayor de máquinas, equipos e implementos de uso en la elaboración de alimentos, bebidas y tabaco (Incluye máquinas para moler, picar y cocer alimentos, fabricadora de pastas, bateas, enfriadoras y envasadoras de bebidas, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465330,"Venta al por mayor de máquinas, equipos e implementos de uso en la fabricación de textiles, prendas y accesorios de vestir, calzado, artículos de cuero y marroquinería (Incluye venta de máquinas de coser, de cortar tejidos, de tejer, extender telas, robots de corte y otros equipos para la industria textil y confeccionista, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465340,"Venta al por mayor de máquinas, equipos e implementos de uso en imprentas, artes gráficas y actividades conexas (Incluye venta de máquinas fotocopiadoras - excepto las de uso personal-, copiadoras de planos, máquinas para imprimir, guillotinar, troquelar, encuadernar, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465350,"Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico (Incluye venta de equipos de diagnóstico y tratamiento, camillas, cajas de cirugía, jeringas y otros implementos de material descartable, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465360,"Venta al por mayor de máquinas, equipos e implementos de uso en la industria del plástico y del caucho (Incluye sopladora de envases, laminadora de plásticos, máquinas extrusoras y moldeadoras, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465390,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p.  (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465400,Venta al por mayor de máquinas - herramienta de uso general,465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465500,"Venta  al  por  mayor  de  vehículos,  equipos  y  máquinas  para  el transporte ferroviario, aéreo y de navegación",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465610,Venta al por mayor de muebles e instalaciones para oficinas,465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465690,"Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios n.c.p.",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465910,Venta al por mayor de máquinas y equipo de control y seguridad,465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465920,"Venta al por mayor de maquinaria y equipo de oficina, excepto equipo informático",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465930,Venta al por mayor de equipo profesional y científico e instrumentos de medida y de control n.c.p.,465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
465990,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",465,"Venta al por mayor de máquinas, equipo y materiales conexos",46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466110,Venta al por mayor de combustibles y lubricantes para automotores,466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466121,Fraccionamiento y distribución de gas licuado,466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466129,"Venta al por mayor de combustibles, lubricantes, leña y carbón, excepto gas licuado y combustibles y lubricantes para automotores",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466200,Venta al por mayor de metales y minerales metalíferos,466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466310,"Venta al por mayor de aberturas (Incluye puertas, ventanas, cortinas de enrollar, madera, aluminio, puertas corredizas, frentes de placard, etc.)",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466320,"Venta al por mayor de productos de madera excepto muebles (Incluye placas, varillas, parqué, machimbre, etc.)",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466330,"Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta  de clavos, cerraduras, cable coaxil. etc)",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466340,Venta al por mayor de pinturas y productos conexos,466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466350,Venta al por mayor de cristales y espejos,466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466360,"Venta al por mayor de artículos para plomería, instalación de gas y calefacción",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466370,"Venta al por mayor de papeles para pared, revestimiento para pisos de goma, plástico y textiles,  y artículos similares para la decoración",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466391,"Venta al por mayor de artículos de loza, cerámica y porcelana de uso en construcción",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466399,Venta al por mayor de artículos para la construcción n.c.p. (No incluye artículos y materiales de demolición: 466990 ),466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466910,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos textiles",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466920,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos de papel y cartón",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466931,Venta al por mayor de artículos de plástico ,466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466932,"Venta al por mayor de abonos, fertilizantes y plaguicidas",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466939,"Venta al por mayor de productos intermedios, desperdicios y desechos de vidrio, caucho, goma y químicos n.c.p.",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466940,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466990,"Venta al por mayor de productos intermedios, desperdicios y desechos n.c.p.",466,Venta al por mayor especializada,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
469010,Venta al por mayor de insumos agropecuarios diversos,469,Venta al por mayor de mercancías ncp,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
469090,Venta al por mayor de mercancías n.c.p.,469,Venta al por mayor de mercancías ncp,46,Comercio al por mayor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471110,Venta al por menor en hipermercados ,471,Venta al por menor en comercios no especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471120,Venta al por menor en supermercados,471,Venta al por menor en comercios no especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471130,"Venta al por menor en minimercados (Incluye mercaditos, autoservicios y establecimientos similares que vendan carnes, verduras y demás productos alimenticios en forma conjunta)",471,Venta al por menor en comercios no especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471190,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p.",471,Venta al por menor en comercios no especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471900,"Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas",471,Venta al por menor en comercios no especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472111,Venta al por menor de productos lácteos,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472112,Venta al por menor de fiambres y embutidos,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472120,Venta al por menor de productos de almacén y dietética,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472130,"Venta al por menor de carnes rojas, menudencias y chacinados frescos",472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472140,"Venta al por menor de huevos, carne de aves y  productos de granja y de la caza",472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472150,Venta al por menor de pescados y  productos de la pesca,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472160,"Venta al por menor de frutas, legumbres y hortalizas frescas",472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472171,Venta al por menor de pan y productos de panadería   ,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472172,"Venta al por menor de bombones, golosinas y demás productos de confitería",472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472190,"Venta al por menor de productos alimenticios n.c.p., en comercios especializados",472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472200,Venta al por menor de bebidas en comercios especializados,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472300,Venta al por menor de tabaco en comercios especializados,472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
473000,Venta al por menor de combustible para vehículos automotores y motocicletas (Incluye la venta al por menor de productos lubricantes y refrigerantes),473,Venta al por menor de combustible para vehículos automotores y motocicletas,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
474010,"Venta al por menor de equipos, periféricos,  accesorios y programas informáticos",474,"Venta al por menor de equipos, periféricos,  accesorios y programas informáticos;  equipos de telecomunicaciones en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
474020,"Venta al por menor de aparatos de telefonía y comunicación (Incluye teléfonos, celulares, fax, etc)",474,"Venta al por menor de equipos, periféricos,  accesorios y programas informáticos;  equipos de telecomunicaciones en comercios especializados",47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475110,"Venta al por menor de hilados, tejidos y artículos de mercería (Incluye mercerías, sederías, comercios de venta de lanas y otros hilados, etc.) ",475,Venta al por menor de equipos de uso doméstico ncp en comercios especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475120,"Venta al por menor de confecciones para el hogar (Incluye la venta al por menor de sábanas, toallas, mantelería, cortinas confeccionadas, colchas, cubrecamas, etc.)",475,Venta al por menor de equipos de uso doméstico ncp en comercios especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475190,"Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir (Incluye la venta al por menor de tapices, alfombras,  etc.)",475,Venta al por menor de equipos de uso doméstico ncp en comercios especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475210,"Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placards, etc.)",475,Venta al por menor de equipos de uso doméstico ncp en comercios especializados,47,Comercio al por menor excepto autos y motos,G, COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
