Posición arancelaria,Descripción,"CIIU 4dig
Rev. 3",Descripción.1,Utilización,Demanda
843351.0,Cosechadoras-trilladoras.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
842449.0,"Los demás. Pulverizadores para agricultura u horticultura:. APARATOS MECÁNICOS (INCLUSO MANUALES) PARA PROYECTAR, DISPERSAR O PULVERIZAR MATERIAS LíQUIDAS O EN POLVO; EXTINTORES, INCLUSO CARGADOS; PISTOLAS AEROGRÁFICAS Y APARATOS SIMILARES; MÁQUINAS Y APARATOS DE CHORRO DE ARENA O DE VAPOR Y APARATOS DE CHORRO SIMILARES.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843352.0,Maquinas y aparatos para trillar.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
870193.0,"Superior a 37 kW pero inferior o igual a 75 kW. Los demás, con motor de potencia:. TRACTORES (EXCEPTO LAS CARRETILLAS TRACTOR DE LA PARTIDA 87.09).",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
870194.0,"Tractores especialmente diseñados para arrastrar troncos (?log skidders?). Superior a 75 kW pero inferior o igual a 130 kW. Los demás, con motor de potencia:. TRACTORES (EXCEPTO LAS CARRETILLAS TRACTOR DE LA PARTIDA 87.09).",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
842482.0,"Por aspersión. Irrigadores y sistemas de riego. Para agricultura u horticultura. Los demás aparatos:. APARATOS MECÁNICOS (INCLUSO MANUALES) PARA PROYECTAR, DISPERSAR O PULVERIZAR MATERIAS LíQUIDAS O EN POLVO; EXTINTORES, INCLUSO CARGADOS; PISTOLAS AEROGRÁFICAS Y APARATOS SIMILARES; MÁQUINAS Y APARATOS DE CHORRO DE ARENA O DE VAPOR Y APARATOS DE CHORRO SIMILARES.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843680.0,"Máquinas y aparatos para la agricultura, horticultura, silvicultura o apicultura, n.c.o.p.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843340.0,"Prensas para paja o forraje, incluidas las prensas recogedoras.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
870192.0,"Superior a 18 kW pero inferior o igual a 37 kW. Los demás, con motor de potencia:. TRACTORES (EXCEPTO LAS CARRETILLAS TRACTOR DE LA PARTIDA 87.09).",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843629.0,Maquinas y aparatos para la avicultura.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843710.0,"Maquinas para la limpieza, clasificacion o cribado de semillas, granos",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843410.0,Ordeñadoras.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
870191.0,"Inferior o igual a 18 kW. Los demás, con motor de potencia:. TRACTORES (EXCEPTO LAS CARRETILLAS TRACTOR DE LA PARTIDA 87.09).",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843360.0,"Maquina para la seleccion de huevos, frutas y otros productos agricola",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843353.0,Maquinas para la recoleccion de raices o de tuberculos.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843320.0,"Guadanadoras, incluidas las barras de corte para montar en tractor.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843610.0,Maquinas y aparatos para preparar alimentos o piensos para animales.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
842441.0,"Pulverizadores portátiles. Pulverizadores para agricultura u horticultura:. APARATOS MECÁNICOS (INCLUSO MANUALES) PARA PROYECTAR, DISPERSAR O PULVERIZAR MATERIAS LíQUIDAS O EN POLVO; EXTINTORES, INCLUSO CARGADOS; PISTOLAS AEROGRÁFICAS Y APARATOS SIMILA",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
870110.0,Motocultores.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843241.0,"Esparcidores de estiercol. Esparcidores de estiercol y distribuidores de      abonos:. MÁQUINAS, APARATOS Y ARTEFACTOS AGRÍCOLAS, HORTÍCOLAS O SILVÍCOLAS, PARA LA PREPARACIÓN O EL TRABAJO DEL SUELO O PARA EL CULTIVO; RODILLOS PARA CESPED O TERRENOS DE ",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843229.0,"Escarificadores, cultivadores, estirpadores, rotocultores, escardadora",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843621.0,"Incubadoras y criadoras, para avicultura.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
871620.0,"Remolques y semirremolques, autocargadores o autodescargadores, para uso agrícola",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843221.0,Gradas de disco.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843242.0,"Distribuidores de abonos. Esparcidores de estiercol y distribuidores de      abonos:. MÁQUINAS, APARATOS Y ARTEFACTOS AGRÍCOLAS, HORTÍCOLAS O SILVÍCOLAS, PARA LA PREPARACIÓN O EL TRABAJO DEL SUELO O PARA EL CULTIVO; RODILLOS PARA CESPED O TERRENOS DE D",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843210.0,Arados.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843330.0,Maquinas y aparatos para henificar.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843280.0,"Máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas, p/preparación o trabajo del suelo; rodillos para césped o terrenos de deporte",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
842481.0,Aparatos para la agricultura o la horticultura,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843230.0,"Sembradoras, plantadoras y transplantadoras.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843240.0,Esparcidores de estiercol y distribuidores de abonos.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
870190.0,Tractores.,2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
843239.0,"Sembradorasabonadoras. Las demás. Sembradoras, plantadoras y trasplantadoras:. MÁQUINAS, APARATOS Y ARTEFACTOS AGRÍCOLAS, HORTÍCOLAS O SILVÍCOLAS, PARA LA PREPARACIÓN O EL TRABAJO DEL SUELO O PARA EL CULTIVO; RODILLOS PARA CESPED O TERRENOS DE DEPORTE.",2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,Específico,Servicios agrícolas y ganaderos
,,Total 2921,Maquinaria agropecuaria y forestal                                                                                                                                                                                                              ,,
846299.0,Prensas.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846729.0,"Herramientas con motor eléctrico incorporado, de uso manual (exc. taladros de toda clase,",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845611.0,"Para corte de chapas metálicas de espesor superior a 8 mm. De control numerico. Que operen mediante láser. Que operen mediante láser u otros haces de luz o de fotones:. MÁQUINAS HERRAMIENTA QUE TRABAJEN POR ARRANQUE DE CUALQUIER MATERIA MEDIANTE LÁSER U OTROS HACES DE LUZ O DE FOTONES, POR ULTRASONIDO, ELECTROEROSIÓN, PROCESOS ELECTROQUÍMICOS, HACES DE ELECTRONES, HACES IÓNICOS O CHORRO DE PLASMA; MÁQUINAS PARA CORTAR POR CHORRO DE AGUA.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846781.0,"Sierras o tronzadoras de cadena, de uso manual.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851539.0,"Máquinas y aparatos p/soldar metal, de arco o de chorro de plasma, no automáticos",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845710.0,Centros de mecanizado para trabajar metales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845811.0,"Tornos horizontales, de control numerico",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851531.0,"Maquinas y aparatos de arco o de chorro de plasma, para soldar metales",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846591.0,"Máquinas de aserrar para trabajar madera, plástico rígido o materias duras simil.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846721.0,"Taladros de toda clase, incl. las perforadoras rotativas, con motor eléctrico incorporado,",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846221.0,"Maquinas para curvar, plegar o aplanar de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846789.0,"Herramientas de uso manual, hidráulicas o con motor incorporado que no sea eléctrico",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846722.0,"Sierras, incl. las tronzadoras, con motor eléctrico incorporado, de uso manual",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851580.0,"Máquinas y aparatos p/soldar, de láser u otros haces de luz o de fotones, de ultrasonidos, haces de electrones, etc.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845690.0,Máquinas herramienta que trabajen por arranque de cualquier materia mediante láser u otros,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846490.0,"Máquinas herramienta p/trabajar piedra, hormigón, amiantocemento o materias minerales simil. o p/trabajar el vidrio en frío",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845630.0,Maquinas herramientas que trabajen electroerosion.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846420.0,"Maquinas de amolar o pulir, para trabajar la piedra, ceramica, hormigo",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846291.0,Prensas hidraulicas.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846150.0,Sierras o tronzadoras para metales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846210.0,"Máquinas, incl. las prensas, de forjar o estampar; martillos pilón y otras máquinas de martillar",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846510.0,"Máquinas herramienta, p/trabajar madera, plástico rígido o materias duras simil., c/operaciones de mecanizado s/cambio de útil",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846711.0,"Herramientas neumaticas, rotativas incluso de percusion",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846330.0,Maquinas para trabajar alambre.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846229.0,"Maquinas para curvar,plegar, etc.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851529.0,Maquinas y aparatos para soldar metal por resistencia,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846593.0,"Maquinas para amolar, lijar o pulir, p. trabajo madera, corcho, hueso",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846719.0,"Herramientas neumaticas, excepto rotativas. de uso manual.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846599.0,"Maquinas herramientas para trabajar madera, corcho, hueso, etc",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846310.0,"Bancos de estirar barras, tubos, perfiles, alambres y similares.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846390.0,Maquinas herramientas para trabajar metales,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846090.0,"Maquinas desbarbar, amolar",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845819.0,Tornos que trabajen por arranque d emetal,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846239.0,Maquinas para cizallar y punzonar,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846410.0,"Sierras, para trabajar piedra, ceramica, hormigon o materias minerales",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845969.0,"Fresadoras, excepto de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846595.0,"Maquinas para taladrar o mortajar, para trabajo madera, corcho, hueso",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845891.0,Tornos de control numerico,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845929.0,"Maquinas de taladrar, excepto de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851511.0,Soldadores y pistolas para soldar,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846039.0,"Afiladoras para metales, excepto de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846249.0,Máquinas de punzonar o entallar de control no numérico p/trabajar metal,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846120.0,Limadoras y mortajadoras para metales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846231.0,"Maquinas para cizallar, excepto las combinadas de cizallar y punzonar",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846880.0,Máquinas y aparatos para soldar sin gas (exc. máquinas y aparatos eléctricos de la partida 8515),2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846810.0,Sopletes manuales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846592.0,"Cepilladoras; maquinas fresar o moldurar, para trabajar madera, corcho",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846029.0,"Rectificadoras, excepto de control numerico, reglar a 0,01mm",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845961.0,"Fresadoras, de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845970.0,Maquinas de roscar metales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851521.0,"Máquinas y aparatos p/soldar metal por resistencia, total o parcialmente automáticos",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846190.0,"Máquinas de cepillar y demás máquinas herramienta que operen por arranque de metal o cermet, n.c.o.p.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845959.0,"Fresadoras de consola, excepto de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846520.0,"Centros de mecanizado. MÁQUINAS HERRAMIENTA (INCLUIDAS LAS DE CLAVAR, GRAPAR, ENCOLAR O ENSAMBLAR DE OTRO MODO) PARA TRABAJAR MADERA, CORCHO, HUESO, CAUCHO ENDURECIDO, PLÁSTICO RÍGIDO O MATERIAS DURAS SIMILARES.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845640.0,"Que operen mediante chorro de plasma. MÁQUINAS HERRAMIENTA QUE TRABAJEN POR ARRANQUE DE CUALQUIER MATERIA MEDIANTE LÁSER U OTROS HACES DE LUZ O DE FOTONES, POR ULTRASONIDO, ELECTROEROSIÓN, PROCESOS ELECTROQUÍMICOS, HACES DE ELECTRONES, HACES IÓNICOS O CH",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845949.0,"Los demás. Las demás escariadoras:. MÁQUINAS (INCLUIDAS LAS UNIDADES DE MECANIZADO DE CORREDERAS) DE TALADRAR, ESCARIAR, FRESAR O ROSCAR (INCLUSO ATERRAJAR), METAL POR ARRANQUE DE MATERIA, EXCEPTO LOS TORNOS (INCLUIDOS LOS CENTROS DE TORNEADO) DE LA PA",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845650.0,"Máquinas para cortar por chorro de agua. MÁQUINAS HERRAMIENTA QUE TRABAJEN POR ARRANQUE DE CUALQUIER MATERIA MEDIANTE LÁSER U OTROS HACES DE LUZ O DE FOTONES, POR ULTRASONIDO, ELECTROEROSIÓN, PROCESOS ELECTROQUÍMICOS, HACES DE ELECTRONES, HACES IÓNICOS O",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846320.0,Laminadoras de roscas.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
851519.0,Máquinas y aparatos p/soldadura fuerte o para soldadura blanda,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846820.0,"Maquinas y aparatos de gas, para soldar.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846241.0,"Máquinas de punzonar o entallar, de control numérico, p/trabajar metal",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846040.0,Lapeadoras o rodadoras para metales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846596.0,"Maquinas para hendir, trozar o desenrollar, para trabajo madera, corcho, etc",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846594.0,"Maquinas para curvar o ensamblar, para trabajo madera, corcho, hueso",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845610.0,Maquinas herramientas que trabajen mediante laser u otros haces de luz,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845620.0,Maquinas herramientas que trabajen por ultrasonido.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845720.0,"Maquinas de puesto fijo, para trabajar metales.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845730.0,"Maquinas de puestos multiples, para trabajar metales.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845899.0,"Tornos, excepto horizontales o de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845910.0,"Unidades o cabezales autonomos, de taladrar, mandrinar, fresar o rosca",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845921.0,"Maquinas de taladrar, de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845931.0,"Mandrinadoras-fresadoras, de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845939.0,"Mandrinadoras-fresadoras, excepto de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845940.0,Mandrinadoras.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845951.0,"Fresadoras de consola, de control numerico.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846011.0,"Máquinas de rectificar superficies planas p/metal, c/precisión >= 0,01 mm, de control numérico",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846019.0,"Máquinas de rectificar superficies planas p/metal c/precisión >= 0,01 mm, de control no numérico",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846021.0,"Máquinas de rectificar p/metal, c/precisión >= 0,01 mm, de control numérico",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846031.0,"Afiladoras, de control numerico, para metales.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846130.0,Brochadoras para metales.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846140.0,Maquinas para tallar o acabar engranajes.,2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
847930.0,"Prensas para fabricar tableros de particulas, fibras de vidrio u otras",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845612.0,"Para corte de chapas metálicas de espesor superior a 8mm. De control numerico. Que operen mediante otros haces de luz o de        fotones. Que operen mediante láser u otros haces de luz o de fotones:. MÁQUINAS HERRAMIENTA QUE TRABAJEN POR ARRANQUE DE CUALQUIER MATERIA MEDIANTE LÁSER U OTROS HACES DE LUZ O DE FOTONES, POR ULTRASONIDO, ELECTROEROSIÓN, PROCESOS ELECTROQUÍMICOS, HACES DE ELECTRONES, HACES IÓNICOS O CHORRO DE PLASMA; MÁQUINAS PARA CORTAR POR CHORRO DE AGUA.",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
845941.0,"De control numerico. Las demás escariadoras:. MÁQUINAS (INCLUIDAS LAS UNIDADES DE MECANIZADO DE CORREDERAS) DE TALADRAR, ESCARIAR, FRESAR O ROSCAR (INCLUSO ATERRAJAR), METAL POR ARRANQUE DE MATERIA, EXCEPTO LOS TORNOS (INCLUIDOS LOS CENTROS DE TORNEADO",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846012.0,"De control numerico. Máquinas de rectificar superficies planas:. MÁQUINAS DE DESBARBAR, AFILAR, AMOLAR, RECTIFICAR, LAPEAR (BRUÑIR), PULIR O HACER OTRAS OPERACIONES DE ACABADO, PARA METAL O CERMET, MEDIANTE MUELAS, ABRASIVOS O PRODUCTOS PARA PULIR, EXC",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846022.0,"Máquinas de rectificar sin centro, de control numerico. Las demás máquinas de rectificar:. MÁQUINAS DE DESBARBAR, AFILAR, AMOLAR, RECTIFICAR, LAPEAR (BRUÑIR), PULIR O HACER OTRAS OPERACIONES DE ACABADO, PARA METAL O CERMET, MEDIANTE MUELAS, ABRASIVOS O",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846023.0,"Las demás máquinas de rectificar superficies cilíndricas, de control numerico. Las demás máquinas de rectificar:. MÁQUINAS DE DESBARBAR, AFILAR, AMOLAR, RECTIFICAR, LAPEAR (BRUÑIR), PULIR O HACER OTRAS OPERACIONES DE ACABADO, PARA METAL O CERMET, MEDIA",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
846024.0,"Las demás, de control numerico. Las demás máquinas de rectificar:. MÁQUINAS DE DESBARBAR, AFILAR, AMOLAR, RECTIFICAR, LAPEAR (BRUÑIR), PULIR O HACER OTRAS OPERACIONES DE ACABADO, PARA METAL O CERMET, MEDIANTE MUELAS, ABRASIVOS O PRODUCTOS PARA PULIR, E",2922,Máquinas herramienta       ,Específico,"General (construcción, maquinaria industrial, agro, etc.)"
,,Total 2922,Máquinas herramienta       ,,
845420.0,"Lingoteras y cucharas de colada, para metalurgia, acerias o fundicione",2923,Maquinaria metalúrgica     ,Específico,"Industrias básicas de hierro y acero, fundición de metales, etc."
845430.0,"Maquinas de colar (moldear), para metalurgia, acerias o fundiciones.",2923,Maquinaria metalúrgica     ,Específico,"Industrias básicas de hierro y acero, fundición de metales, etc."
845522.0,"Laminadores para metales, para laminar en frio",2923,Maquinaria metalúrgica     ,Específico,"Industrias básicas de hierro y acero, fundición de metales, etc."
845410.0,"Convertidores, para metalurgia, acerias o fundiciones.",2923,Maquinaria metalúrgica     ,Específico,"Industrias básicas de hierro y acero, fundición de metales, etc."
845510.0,Laminadores de tubos para metales.,2923,Maquinaria metalúrgica     ,Específico,"Industrias básicas de hierro y acero, fundición de metales, etc."
845521.0,"Laminadores p/metal, p/laminar en caliente o combinados",2923,Maquinaria metalúrgica     ,Específico,"Industrias básicas de hierro y acero, fundición de metales, etc."
,,Total 2923,Maquinaria metalúrgica     ,,
842951.0,Cargadoras y palas cargadoras de carga frontal,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
842952.0,Maquinas cuya superestructura pueda girar 360 grados,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
842920.0,Niveladoras.,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
847420.0,"Maquinas y aparatos para quebrantar triturar, moler o pulverizar",2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
842959.0,"Palas mecanicas, excavadoras, cargadoras y palas cargadoras.",2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
843041.0,Maquinas de sondeo o perforacion autopropulsadas,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
842940.0,Apisonadoras y rodillos apisonadores.,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
847410.0,"Maquinas y aparatos para clasificar, cribar, separar o lavar.",2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
870130.0,Tractores de orugas.,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
847910.0,"Maquinas y aparatos para obras publicas, construccion o trabajos analo",2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
843069.0,"Maquinas y aparatos de explanacion, nivelac., sin propulsion",2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
843039.0,"Cortadoras, arrancadoras y maq. para hacer tuneles y galeria",2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
843050.0,Maquinas y aparatos autopropulsados,2924,Maquinaria para la explotación de minas y canteras y para obras de construcción                                                                                                                                                                 ,Específico,Minería y contrucción
